"","ACCNUM","YEAR","DATE","TIME","Hour","STREET1","STREET2","OFFSET","ROAD_CLASS","District","WardNum","Division","LATITUDE","LONGITUDE","LOCCOORD","ACCLOC","TRAFFCTL","VISIBILITY","LIGHT","RDSFCOND","IMPACTYPE","FATAL_NO","PEDESTRIAN","CYCLIST","AUTOMOBILE","MOTORCYCLE","TRUCK","TRSN_CITY_","EMERG_VEH","PASSENGER","SPEEDING","AG_DRIV","REDLIGHT","ALCOHOL","DISABILITY","Hood_ID","Neighbourh","DRIV_TRAFFIC_VIOLATION","DRIV_AGGRO","DRIV_SPEED","DRIV_DISTRACT","DRIV_AlCOHOL","BIC_TRAFFIC_VIOLATION","BIC_AGGRO","BIC_SPEED","BIC_LOSS_CTRL","BIC_ALCOHOL","BIC_DISTRACT","BIC_DRUGS","BIC_DISABILITY","BIC_FATIGUE","PED_TRAFFIC_VIOLATION","PED_STNARY","PED_CROSSING","VEH_TURNING","VEH_STATIONARY","VEH_LANE_CHG","VEH_INIT_OR_STOP","pressure_station","wind_speed","relative_humidity","temperature","visibility_value","DRIVERS_ALL_cnt","PASSENGER_cnt","PEDESTRIAN_cnt","CYCLIST_cnt","BIC_INJURY_MAJOR_FATAL","BIC_INJURY_FATAL","BIC_INJURY_other","ROAD_WET","TRAFFIC_CNTRL","VIS_NOT_CLEAR","AGE_REF_CODE","BIC_AGE","BIC_ACTN_FORWARD","BIC_ACTN_TURN_U","BIC_ACTN_TURN_LEFT","BIC_ACTN_TURN_Right","BIC_ACTN_STOPPED","BIC_ACTN_OTHER","WARD_1","WARD_2","WARD_3","WARD_4","WARD_5","WARD_6","WARD_7","WARD_8","WARD_9","WARD_10","WARD_11","WARD_12","WARD_13","WARD_14","WARD_15","WARD_16","WARD_17","WARD_18","WARD_19","WARD_20","WARD_21","WARD_22","WARD_23","WARD_24","WARD_25"
"464",6001569976,2016,2016-09-04,1400,14,"GERRARD ST E","RIVER ST","80 m East of","Minor Arterial","Toronto and East York","13","51",43.663905,-79.358226,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,72,"Regent Park (72)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.42,13,55,24,24100,1,1,0,1,1,0,0,0,0,0,14,"65 to 69",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"465",6001577121,2016,2016-09-05,1900,19,"CARLTON ST","SEATON ST","37 m East of","Minor Arterial","Toronto and East York","13","51",43.663439,-79.371478,"Intersection","Intersection Related","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,1,1,0,0,NA,73,"Moss Park (73)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,17,58,24.9,24100,1,0,0,1,1,0,0,0,0,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"466",6001647391,2016,2016-09-16,1000,10,"SHEPPARD AV E","PALMDALE DR"," ","Major Arterial","Scarborough","22","42",43.777972,-79.31116,"Intersection","Intersection Related","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,118,"Tam O'Shanter-Sullivan (118)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100.22,13,73,18.5,24100,1,0,0,1,1,0,0,0,0,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"467",6001676072,2016,2016-09-20,1800,17,"BLOOR ST W","LIPPINCOTT ST"," ","Major Arterial","Toronto and East York","11","14",43.665316,-79.409953,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,79,"University (79)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.89,26,28,26.9,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468",6001699155,2016,2016-09-24,900,9,"MIDLAND AVE","SHEPPARD AVE E"," ","Major Arterial","Scarborough","23,22","42",43.785277,-79.278529,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,128,"Agincourt South-Malvern West (128)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100.46,13,74,11.2,24100,1,1,0,1,1,0,0,0,1,0,3,"10 to 14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0
"469",6001758127,2016,2016-10-03,1400,14,"KEELE ST","FLAMBOROUGH DR"," ","Major Arterial","Etobicoke York","5","12",43.703021,-79.476772,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,30,"Brookhaven-Amesbury (30)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.77,5,67,18.1,24100,1,0,0,1,1,0,0,0,1,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470",6001779522,2016,2016-10-05,2200,22,"BLOOR ST E","DRUMSNAB RD"," ","Major Arterial","Toronto and East York","11","51,53",43.674296,-79.367328,"Intersection","Intersection Related","No Control","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,71,"Cabbagetown-South St.James Town (71)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.08,7,87,16.8,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",6001862709,2016,2016-10-19,2000,20,"BROCK AVE","MOUTRAY ST"," ","Collector","Toronto and East York","9","11",43.651053,-79.436054,"Intersection","At Intersection","No Control","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,84,"Little Portugal (84)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.91,10,72,16.7,24100,1,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472",6001956297,2016,2016-11-03,1500,15,"PARLIAMENT ST","WELLESLEY ST E"," ","Minor Arterial","Toronto and East York","13","51",43.668101,-79.369525,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,71,"Cabbagetown-South St.James Town (71)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,99.65,24,58,13.8,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"473",6002057504,2016,2016-11-19,1800,18,"KENNEDY RD","MCNICOLL AVE"," ","Major Arterial","Scarborough","22","42",43.812064,-79.301906,"Intersection","At Intersection","Traffic Signal","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,130,"Milliken (130)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.67,27,83,3.6,24100,1,0,0,1,1,0,0,0,1,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"474",6002164193,2016,2016-12-06,1500,15,"BLOOR ST W","ALBANY AVE"," ","Major Arterial","Toronto and East York","11","14",43.665316,-79.409953,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,79,"University (79)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.91,29,72,4.8,24100,1,0,0,1,1,0,0,0,0,0,14,"65 to 69",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",7000169325,2017,2017-01-27,1400,14,"FRONT ST W","YONGE ST","100 m West of","Minor Arterial","Toronto and East York","13,10","52",43.646239,-79.377826,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,77,"Waterfront Communities-The Island (77)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,98.08,28,69,0.9,24100,2,0,0,1,1,0,0,0,0,0,8,"35 to 39",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"476",7000366630,2017,2017-02-26,2300,23,"215 HURON ST"," ","20 m South of","Local","Toronto and East York","11","52",43.659106,-79.398532,"Mid-Block","Non Intersection","No Control","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,79,"University (79)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.54,25,54,2.4,24100,1,1,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477",7000451642,2017,2017-03-13,1000,10,"BRIMWOOD BLVD","WELLPARK BLVD","4 m East of","Collector","Scarborough","23","42",43.81272,-79.274318,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,129,"Agincourt North (129)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,101,15,45,-8.5,24100,1,0,0,1,1,0,0,0,1,0,15,"70 to 74",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"478",7000501083,2017,2017-03-21,800,8,"LAKE SHORE BLVD E","DON ROADWAY","16 m East of","Expressway","Toronto and East York","14","51,55",43.65082,-79.346919,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,70,"South Riverdale (70)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.37,11,84,2.4,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"479",7000525658,2017,2017-03-24,2200,22,"FINCH AVE E","DORIS AVE"," ","Major Arterial","North York","18","32",43.780406,-79.412273,"Intersection","At Intersection","Traffic Signal","Rain","Dark, artificial","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,51,"Willowdale East (51)",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.89,21,85,5.6,19300,1,0,0,1,1,0,0,1,1,1,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"480",7000680975,2017,2017-04-18,1500,15,"SHEPPARD AVE W","BATHURST ST","20 m West of","Major Arterial","North York","6","32",43.755385,-79.438442,"Intersection","At/Near Private Drive","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,38,"Lansing-Westgate (38)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.8,18,48,8.1,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",7000769510,2017,2017-05-02,600,6,"WESTHUMBER BLVD","KIPLING AVE"," ","Major Arterial","Etobicoke York","1","23",43.728068,-79.574611,"Intersection","At Intersection","Traffic Signal","Clear","Dawn, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,4,"Rexdale-Kipling (4)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.93,21,83,9.1,24100,1,0,0,1,1,0,0,0,1,0,13,"60 to 64",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482",7000797636,2017,2017-05-06,1200,12,"YONGE  ST","GOULD ST"," ","Major Arterial","Toronto and East York","13,11","51,52",43.657344,-79.381328,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,75,"Church-Yonge Corridor (75)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.46,31,87,6.8,24100,1,0,0,1,1,0,0,0,1,0,15,"70 to 74",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"483",7000825036,2017,2017-05-10,900,9,"COLLEGE  ST","HENRY ST"," ","Major Arterial","Toronto and East York","11","52",43.658881,-79.394641,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,78,"Kensington-Chinatown (78)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.92,12,58,7.4,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",7000831003,2017,2017-05-11,1600,15,"DANFORTH AVE","FERRIER AVE","2 m West of","Major Arterial","Toronto and East York","14","54,55",43.678198,-79.34827,"Intersection","Intersection Related","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,68,"North Riverdale (68)",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,99.53,18,46,12.1,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"485",7000844839,2017,2017-05-13,1700,17,"STRACHAN  AVE","DOURO ST"," ","Minor Arterial","Toronto and East York","10","14",43.640685,-79.411426,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,82,"Niagara (82)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.84,13,61,14.6,19300,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486",7000867225,2017,2017-05-17,800,7,"MILLWOOD RD","OVERLEA BLVD","20 m South of","Major Arterial","North York","15","53",43.701914,-79.352802,"Intersection","Intersection Related","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,55,"Thorncliffe Park (55)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.03,8,75,12,24100,1,0,0,1,1,0,0,0,1,0,3,"10 to 14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"487",7000906394,2017,2017-05-23,900,9,"DUNDAS ST E","CARLAW AVE"," ","Minor Arterial","Toronto and East York","14","55",43.664771,-79.341571,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,70,"South Riverdale (70)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.14,7,70,15.1,24100,2,0,0,1,1,0,0,0,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"488",7000917334,2017,2017-05-24,1800,18,"1395 LAKE SHORE BLVD W"," "," ","Expressway","Toronto and East York","4","14",43.635432,-79.441371,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",24,0,1,0,0,0,0,0,0,0,0,0,0,NA,85,"South Parkdale (85)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.31,24,41,20.3,24100,0,0,0,1,1,1,0,0,0,0,2,"5 to 9",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489",7000925099,2017,2017-05-25,2200,21,"MOUNT PLEASANT RD","BROADWAY AVE"," ","Major Arterial","Toronto and East York","15,12","53",43.711058,-79.391185,"Intersection","At Intersection","Traffic Signal","Rain","Dark, artificial","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,1,0,0,NA,99,"Mount Pleasant East (99)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.96,22,96,12.1,4800,1,1,0,1,1,0,0,1,1,1,14,"65 to 69",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"490",7000963426,2017,2017-05-31,1500,15,"ELLESMERE RD","CONLINS RD"," ","Minor Arterial","Scarborough","25","43",43.787841,-79.183223,"Intersection","Intersection Related","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,134,"Highland Creek (134)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9,17,52,20.8,24100,1,0,0,1,1,0,0,0,1,0,4,"15 to 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"491",7001005616,2017,2017-06-03,2300,23,"ST CLAIR AVE W","CALEDONIA RD"," ","Major Arterial","Toronto and East York","9","13",43.67528,-79.45473,"Intersection","Intersection Related","Traffic Signal","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,92,"Corso Italia-Davenport (92)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,6,50,16.7,24100,1,0,0,1,1,0,0,0,1,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492",7001007745,2017,2017-06-07,700,7,"COLLEGE ST","DUFFERIN ST"," ","Major Arterial","Toronto and East York","9","11,14",43.652568,-79.432521,"Intersection","Intersection Related","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,84,"Little Portugal (84)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.82,14,80,10.1,24100,1,0,0,1,1,0,0,0,1,0,14,"65 to 69",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493",7001007889,2017,2017-06-07,700,7,"DUNDAS ST W","ELIZABETH ST"," ","Major Arterial","Toronto and East York","10,11","52",43.655352,-79.385181,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,76,"Bay Street Corridor (76)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.82,14,80,10.1,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",7001016401,2017,2017-06-08,1000,10,"DAVENPORT RD","AVENUE RD","100 m East of","Major Arterial","Toronto and East York","11","53",43.674872,-79.395358,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,95,"Annex (95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.69,9,45,20.5,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",7001025478,2017,2017-06-09,1500,15,"DANFORTH AV","COXWELL AV              (542)","10 m East of","Major Arterial","Toronto and East York","19,14","54,55",43.683394,-79.323482,"Intersection","Intersection Related","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,64,"Woodbine Corridor (64)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98.71,32,36,27.6,24100,1,0,0,1,1,0,0,0,1,0,13,"60 to 64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
"496",7001038789,2017,2017-06-11,1600,16,"WAKUNDA PL","5"," ","Local","Toronto and East York","19","54",43.715968,-79.304653,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,43,"Victoria Village (43)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28,27,47,31.2,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"497",7001157981,2017,2017-06-28,1800,18,"DANFORTH AVE","WOODYCREST AVE","33 m West of","Major Arterial","Toronto and East York","14","54,55",43.679412,-79.342189,"Mid-Block","At/Near Private Drive","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,69,"Blake-Jones (69)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.52,18,48,23.2,24100,1,2,0,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"498",7001169974,2017,2017-06-30,1300,13,"847 JANE ST"," "," ","Collector","Etobicoke York","5","12",43.676146,-79.494518,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",28,0,1,1,0,0,0,0,0,0,0,0,0,NA,111,"Rockcliffe-Smythe (111)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.04,23,75,24,24100,1,0,0,1,1,1,0,0,0,0,15,"70 to 74",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",7001187926,2017,2017-07-03,1300,13,"ST CLAIR AVE W","AVENUE RD"," ","Major Arterial","Toronto and East York","12","53",43.686568,-79.401454,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,1,0,0,0,0,0,0,NA,97,"Yonge-St.Clair (97)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.65,13,47,23.8,24100,1,0,0,1,1,0,0,0,1,0,12,"55 to 59",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",7001207044,2017,2017-07-06,800,8,"DIXON  RD","SKYWAY  AVE"," ","Major Arterial","Etobicoke York","1","23",43.687876,-79.58678,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,1,"West Humber-Clairville (1)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.62,4,63,20.7,24100,1,0,0,1,0,0,1,0,1,0,5,"20 to 24",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501",7001209887,2017,2017-07-06,1500,15,"DANFORTH AVE","MAIN ST","90 m West of","Major Arterial","Toronto and East York","19","54,55",43.687918,-79.302562,"Mid-Block","At/Near Private Drive","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,62,"East End-Danforth (62)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.32,20,46,28.4,24100,1,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"502",7001286763,2017,2017-07-18,700,7,"YONGE ST","CAMERON AVE","40 m North of","Major Arterial","North York","18","32",43.757689,-79.409946,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,51,"Willowdale East (51)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.79,16,85,18.8,24100,1,0,0,1,1,0,0,0,0,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"503",7001343625,2017,2017-07-26,1800,17,"DUNDAS ST W","CARLYLE ST"," ","Major Arterial","Toronto and East York","10,11","14",43.652083,-79.404804,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.74,10,67,21.5,24100,1,0,0,1,1,0,0,0,0,0,13,"60 to 64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504",7001383874,2017,2017-08-01,1700,17,"GRANGE AVE","LARCH ST","3 m West of","Local","Toronto and East York","10","52",43.652007,-79.396526,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99.6,16,85,23.2,24100,1,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
